timestamp,temp,humidity,moisture,status
2025-12-10 14:20:31,22.0,50.0,100,HEALTHY
2025-12-10 14:20:36,22.0,50.0,100,HEALTHY
2025-12-10 14:20:41,22.0,50.0,100,HEALTHY
2025-12-10 14:20:46,22.0,50.0,100,HEALTHY
2025-12-10 14:20:51,22.0,50.0,100,HEALTHY
2025-12-10 14:20:56,22.0,50.0,100,HEALTHY
2025-12-10 14:21:01,22.0,50.0,100,HEALTHY
2025-12-10 14:21:06,22.0,50.0,100,HEALTHY
2025-12-10 14:21:11,22.0,50.0,100,HEALTHY
2025-12-10 14:21:16,22.0,50.0,100,HEALTHY
2025-12-10 14:21:21,22.0,50.0,100,HEALTHY
2025-12-10 14:21:26,22.0,50.0,100,HEALTHY
2025-12-10 14:21:31,22.0,50.0,100,HEALTHY
2025-12-10 14:21:36,22.0,50.0,100,HEALTHY
2025-12-10 14:21:41,22.0,50.0,100,HEALTHY
2025-12-10 14:21:46,22.0,50.0,100,HEALTHY
2025-12-10 14:21:51,22.0,50.0,100,HEALTHY
2025-12-10 14:21:56,22.0,50.0,100,HEALTHY
2025-12-10 14:22:01,22.0,50.0,100,HEALTHY
2025-12-10 14:22:06,22.0,50.0,100,HEALTHY
2025-12-10 14:22:11,22.0,50.0,100,HEALTHY
2025-12-10 14:22:16,22.0,50.0,100,HEALTHY
2025-12-10 14:22:21,22.0,50.0,100,HEALTHY
2025-12-10 14:22:26,22.0,50.0,100,HEALTHY
2025-12-10 14:22:31,22.0,50.0,100,HEALTHY
2025-12-10 14:22:36,22.0,50.0,100,HEALTHY
2025-12-10 14:22:41,22.0,50.0,100,HEALTHY
2025-12-10 14:22:46,22.0,50.0,100,HEALTHY
2025-12-10 14:22:51,22.0,50.0,100,HEALTHY
2025-12-10 14:22:56,22.0,50.0,100,HEALTHY
2025-12-10 14:23:01,22.0,50.0,100,HEALTHY
2025-12-10 14:23:06,22.0,50.0,100,HEALTHY
2025-12-10 14:23:11,22.0,50.0,100,HEALTHY
2025-12-10 14:23:16,22.0,50.0,100,HEALTHY
2025-12-10 14:23:21,22.0,50.0,100,HEALTHY
2025-12-10 14:23:26,22.0,50.0,100,HEALTHY
2025-12-10 14:23:31,22.0,50.0,100,HEALTHY
2025-12-10 14:23:36,22.0,50.0,100,HEALTHY
2025-12-10 14:23:41,22.0,50.0,100,HEALTHY
2025-12-10 14:23:46,22.0,50.0,100,HEALTHY
2025-12-10 14:23:51,22.0,50.0,100,HEALTHY
2025-12-10 14:23:56,22.0,50.0,100,HEALTHY
2025-12-10 14:24:01,22.0,50.0,100,HEALTHY
2025-12-10 14:24:06,22.0,50.0,100,HEALTHY
2025-12-10 14:24:11,22.0,50.0,100,HEALTHY
2025-12-10 14:24:16,22.0,50.0,100,HEALTHY
2025-12-10 14:24:21,22.0,50.0,100,HEALTHY
2025-12-10 14:24:26,22.0,50.0,100,HEALTHY
2025-12-10 14:24:31,22.0,50.0,100,HEALTHY
2025-12-10 14:24:36,22.0,50.0,100,HEALTHY
2025-12-10 14:24:41,22.0,50.0,100,HEALTHY
2025-12-10 14:24:46,22.0,50.0,100,HEALTHY
2025-12-10 14:24:51,22.0,50.0,100,HEALTHY
2025-12-10 14:24:56,22.0,50.0,100,HEALTHY
2025-12-10 14:25:01,22.0,50.0,100,HEALTHY
2025-12-10 14:25:06,22.0,50.0,100,HEALTHY
2025-12-10 14:25:11,22.0,50.0,100,HEALTHY
2025-12-10 14:25:16,22.0,50.0,100,HEALTHY
2025-12-10 14:25:21,22.0,50.0,100,HEALTHY
2025-12-10 14:25:26,22.0,50.0,100,HEALTHY
2025-12-10 14:25:31,22.0,50.0,100,HEALTHY
2025-12-10 14:25:36,22.0,50.0,100,HEALTHY
2025-12-10 14:25:41,22.0,50.0,100,HEALTHY
2025-12-10 14:25:46,22.0,50.0,100,HEALTHY
2025-12-10 14:25:51,22.0,50.0,100,HEALTHY
2025-12-10 14:25:56,22.0,50.0,100,HEALTHY
2025-12-10 14:26:01,22.0,50.0,100,HEALTHY
2025-12-10 14:26:06,22.0,50.0,100,HEALTHY
2025-12-10 14:26:11,22.0,50.0,100,HEALTHY
2025-12-10 14:26:16,22.0,50.0,100,HEALTHY
2025-12-10 14:26:21,22.0,50.0,100,HEALTHY
2025-12-10 14:26:26,22.0,50.0,100,HEALTHY
2025-12-10 14:26:31,22.0,50.0,100,HEALTHY
2025-12-10 14:26:36,22.0,50.0,100,HEALTHY
2025-12-10 14:26:41,22.0,50.0,100,HEALTHY
2025-12-10 14:26:46,22.0,50.0,100,HEALTHY
2025-12-10 14:26:51,22.0,50.0,100,HEALTHY
2025-12-10 14:26:56,22.0,50.0,100,HEALTHY
2025-12-10 14:27:01,22.0,50.0,100,HEALTHY
2025-12-10 14:27:06,22.0,50.0,100,HEALTHY
2025-12-10 14:27:11,22.0,50.0,100,HEALTHY
2025-12-10 14:27:16,22.0,50.0,100,HEALTHY
2025-12-10 14:27:21,22.0,50.0,100,HEALTHY
2025-12-10 14:27:26,22.0,50.0,100,HEALTHY
2025-12-10 14:27:31,22.0,50.0,100,HEALTHY
2025-12-10 14:27:36,22.0,50.0,100,HEALTHY
2025-12-10 14:27:41,22.0,50.0,100,HEALTHY
2025-12-10 14:27:46,22.0,50.0,100,HEALTHY
2025-12-10 14:27:51,22.0,50.0,100,HEALTHY
2025-12-10 14:27:56,22.0,50.0,100,HEALTHY
2025-12-10 14:28:01,22.0,50.0,100,HEALTHY
2025-12-10 14:28:06,22.0,50.0,100,HEALTHY
2025-12-10 14:28:11,22.0,50.0,100,HEALTHY
2025-12-10 14:28:16,22.0,50.0,100,HEALTHY
2025-12-10 14:28:21,22.0,50.0,100,HEALTHY
2025-12-10 14:28:26,22.0,50.0,100,HEALTHY
2025-12-10 14:28:31,22.0,50.0,100,HEALTHY
2025-12-10 14:28:36,22.0,50.0,100,HEALTHY
2025-12-10 14:28:41,22.0,50.0,100,HEALTHY
2025-12-10 14:28:46,22.0,50.0,100,HEALTHY
2025-12-10 14:28:51,22.0,50.0,100,HEALTHY
2025-12-10 14:28:56,22.0,50.0,100,HEALTHY
2025-12-10 14:29:01,22.0,50.0,100,HEALTHY
2025-12-10 14:29:06,22.0,50.0,100,HEALTHY
2025-12-10 14:29:11,22.0,50.0,100,HEALTHY
2025-12-10 14:29:16,22.0,50.0,100,HEALTHY
2025-12-10 14:29:21,22.0,50.0,100,HEALTHY
2025-12-10 14:29:26,22.0,50.0,100,HEALTHY
2025-12-10 14:29:31,22.0,50.0,100,HEALTHY
2025-12-10 14:29:36,22.0,50.0,100,HEALTHY
2025-12-10 14:29:41,22.0,50.0,100,HEALTHY
2025-12-10 14:29:46,22.0,50.0,100,HEALTHY
2025-12-10 14:29:51,22.0,50.0,100,HEALTHY
2025-12-10 14:29:56,22.0,50.0,100,HEALTHY
2025-12-10 14:30:01,22.0,50.0,100,HEALTHY
2025-12-10 14:30:06,22.0,50.0,100,HEALTHY
2025-12-10 14:30:11,22.0,50.0,100,HEALTHY
2025-12-10 14:30:16,22.0,50.0,100,HEALTHY
2025-12-10 14:30:21,22.0,50.0,100,HEALTHY
2025-12-10 14:30:26,22.0,50.0,100,HEALTHY
2025-12-10 14:30:31,22.0,50.0,100,HEALTHY
2025-12-10 14:30:36,22.0,50.0,100,HEALTHY
2025-12-10 14:30:41,22.0,50.0,100,HEALTHY
2025-12-10 14:30:46,22.0,50.0,100,HEALTHY
2025-12-10 14:30:51,22.0,50.0,100,HEALTHY
2025-12-10 14:30:56,22.0,50.0,100,HEALTHY
2025-12-10 14:31:01,22.0,50.0,100,HEALTHY
2025-12-10 14:31:06,22.0,50.0,100,HEALTHY
2025-12-10 14:31:11,22.0,50.0,100,HEALTHY
2025-12-10 14:31:16,22.0,50.0,100,HEALTHY
2025-12-10 14:31:21,22.0,50.0,100,HEALTHY
2025-12-10 14:31:26,22.0,50.0,100,HEALTHY
2025-12-10 14:31:31,22.0,50.0,100,HEALTHY
2025-12-10 14:31:36,22.0,50.0,100,HEALTHY
2025-12-10 14:31:41,22.0,50.0,100,HEALTHY
2025-12-10 14:31:46,22.0,50.0,100,HEALTHY
2025-12-10 14:31:51,22.0,50.0,100,HEALTHY
2025-12-10 14:31:56,22.0,50.0,100,HEALTHY
2025-12-10 14:32:01,22.0,50.0,100,HEALTHY
2025-12-10 14:32:06,22.0,50.0,100,HEALTHY
2025-12-10 14:32:11,22.0,50.0,100,HEALTHY
2025-12-10 14:32:16,22.0,50.0,100,HEALTHY
2025-12-10 14:32:21,22.0,50.0,100,HEALTHY
2025-12-10 14:32:26,22.0,50.0,100,HEALTHY
2025-12-10 14:32:31,22.0,50.0,100,HEALTHY
2025-12-10 14:32:36,22.0,50.0,100,HEALTHY
2025-12-10 14:32:41,22.0,50.0,100,HEALTHY
2025-12-10 14:32:46,22.0,50.0,100,HEALTHY
2025-12-10 14:32:51,22.0,50.0,100,HEALTHY
2025-12-10 14:32:56,22.0,50.0,100,HEALTHY
2025-12-10 14:33:01,22.0,50.0,100,HEALTHY
2025-12-10 14:33:06,22.0,50.0,100,HEALTHY
2025-12-10 14:33:11,22.0,50.0,100,HEALTHY
2025-12-10 14:33:16,22.0,50.0,100,HEALTHY
2025-12-10 14:33:21,22.0,50.0,100,HEALTHY
2025-12-10 14:33:26,22.0,50.0,100,HEALTHY
2025-12-10 14:33:31,22.0,50.0,100,HEALTHY
2025-12-10 14:33:36,22.0,50.0,100,HEALTHY
2025-12-10 14:33:41,22.0,50.0,100,HEALTHY
2025-12-10 14:33:46,22.0,50.0,100,HEALTHY
2025-12-10 14:33:51,22.0,50.0,100,HEALTHY
2025-12-10 14:33:56,22.0,50.0,100,HEALTHY
2025-12-10 14:34:01,22.0,50.0,100,HEALTHY
2025-12-10 14:34:06,22.0,50.0,100,HEALTHY
2025-12-10 14:34:11,22.0,50.0,100,HEALTHY
2025-12-10 14:34:16,22.0,50.0,100,HEALTHY
2025-12-10 14:34:21,22.0,50.0,100,HEALTHY
2025-12-10 14:34:26,22.0,50.0,100,HEALTHY
2025-12-10 14:34:31,22.0,50.0,100,HEALTHY
2025-12-10 14:34:36,22.0,50.0,100,HEALTHY
2025-12-10 14:34:41,22.0,50.0,100,HEALTHY
2025-12-10 14:34:46,22.0,50.0,100,HEALTHY
2025-12-10 14:34:51,22.0,50.0,100,HEALTHY
2025-12-10 14:34:56,22.0,50.0,100,HEALTHY
2025-12-10 14:35:01,22.0,50.0,100,HEALTHY
2025-12-10 14:35:06,22.0,50.0,100,HEALTHY
2025-12-10 14:35:11,22.0,50.0,100,HEALTHY
2025-12-10 14:35:16,22.0,50.0,100,HEALTHY
2025-12-10 14:35:21,22.0,50.0,100,HEALTHY
2025-12-10 14:35:26,22.0,50.0,100,HEALTHY
2025-12-10 14:35:31,22.0,50.0,100,HEALTHY
2025-12-10 14:35:36,22.0,50.0,100,HEALTHY
2025-12-10 14:35:41,22.0,50.0,100,HEALTHY
2025-12-10 14:35:46,22.0,50.0,100,HEALTHY
2025-12-10 14:35:51,22.0,50.0,100,HEALTHY
2025-12-10 14:35:56,22.0,50.0,100,HEALTHY
2025-12-10 14:36:01,22.0,50.0,100,HEALTHY
2025-12-10 14:36:06,22.0,50.0,100,HEALTHY
2025-12-10 14:36:11,22.0,50.0,100,HEALTHY
2025-12-10 14:36:16,22.0,50.0,100,HEALTHY
2025-12-10 14:36:21,22.0,50.0,100,HEALTHY
2025-12-10 14:36:26,22.0,50.0,100,HEALTHY
2025-12-10 14:36:31,22.0,50.0,100,HEALTHY
2025-12-10 14:36:36,22.0,50.0,100,HEALTHY
2025-12-10 14:36:41,22.0,50.0,100,HEALTHY
2025-12-10 14:36:46,22.0,50.0,100,HEALTHY
2025-12-10 14:36:51,22.0,50.0,100,HEALTHY
2025-12-10 14:36:56,22.0,50.0,100,HEALTHY
2025-12-10 14:37:01,22.0,50.0,100,HEALTHY
2025-12-10 14:37:06,22.0,50.0,100,HEALTHY
2025-12-10 14:37:11,22.0,50.0,100,HEALTHY
2025-12-10 14:37:16,22.0,50.0,100,HEALTHY
2025-12-10 14:37:21,22.0,50.0,100,HEALTHY
2025-12-10 14:37:26,22.0,50.0,100,HEALTHY
2025-12-10 14:37:31,22.0,50.0,100,HEALTHY
2025-12-10 14:37:36,22.0,50.0,100,HEALTHY
2025-12-10 14:37:41,22.0,50.0,100,HEALTHY
2025-12-10 14:37:46,22.0,50.0,100,HEALTHY
2025-12-10 14:37:51,22.0,50.0,100,HEALTHY
2025-12-10 14:37:56,22.0,50.0,100,HEALTHY
2025-12-10 14:38:01,22.0,50.0,100,HEALTHY
2025-12-10 14:38:06,22.0,50.0,100,HEALTHY
2025-12-10 14:38:11,22.0,50.0,100,HEALTHY
2025-12-10 14:38:16,22.0,50.0,100,HEALTHY
2025-12-10 14:38:21,22.0,50.0,100,HEALTHY
2025-12-10 14:38:26,22.0,50.0,100,HEALTHY
2025-12-10 14:38:31,22.0,50.0,100,HEALTHY
2025-12-10 14:38:36,22.0,50.0,100,HEALTHY
2025-12-10 14:38:41,22.0,50.0,100,HEALTHY
2025-12-10 14:38:46,22.0,50.0,100,HEALTHY
2025-12-10 14:38:51,22.0,50.0,100,HEALTHY
2025-12-10 14:38:56,22.0,50.0,100,HEALTHY
2025-12-10 14:39:01,22.0,50.0,100,HEALTHY
2025-12-10 14:39:06,22.0,50.0,100,HEALTHY
2025-12-10 14:39:11,22.0,50.0,100,HEALTHY
2025-12-10 14:39:16,22.0,50.0,100,HEALTHY
2025-12-10 14:39:21,22.0,50.0,100,HEALTHY
2025-12-10 14:39:26,22.0,50.0,100,HEALTHY
2025-12-10 14:39:31,22.0,50.0,100,HEALTHY
2025-12-10 14:39:36,22.0,50.0,100,HEALTHY
2025-12-10 14:39:41,22.0,50.0,100,HEALTHY
2025-12-10 14:39:46,22.0,50.0,100,HEALTHY
2025-12-10 14:39:51,22.0,50.0,100,HEALTHY
2025-12-10 14:39:56,22.0,50.0,100,HEALTHY
2025-12-10 14:40:01,22.0,50.0,100,HEALTHY
2025-12-10 14:40:06,22.0,50.0,100,HEALTHY
2025-12-10 14:40:11,22.0,50.0,100,HEALTHY
2025-12-10 14:40:16,22.0,50.0,100,HEALTHY
2025-12-10 14:40:21,22.0,50.0,100,HEALTHY
2025-12-10 14:40:26,22.0,50.0,100,HEALTHY
2025-12-10 14:40:31,22.0,50.0,100,HEALTHY
2025-12-10 14:40:36,22.0,50.0,100,HEALTHY
2025-12-10 14:40:41,22.0,50.0,100,HEALTHY
2025-12-10 14:40:46,22.0,50.0,100,HEALTHY
2025-12-10 14:40:51,22.0,50.0,100,HEALTHY
2025-12-10 14:40:56,22.0,50.0,100,HEALTHY
2025-12-10 14:41:01,22.0,50.0,100,HEALTHY
2025-12-10 14:41:06,22.0,50.0,100,HEALTHY
2025-12-10 14:41:11,22.0,50.0,100,HEALTHY
2025-12-10 14:41:16,22.0,50.0,100,HEALTHY
2025-12-10 14:41:21,22.0,50.0,100,HEALTHY
2025-12-10 14:41:26,22.0,50.0,100,HEALTHY
2025-12-10 14:41:31,22.0,50.0,100,HEALTHY
2025-12-10 14:41:36,22.0,50.0,100,HEALTHY
2025-12-10 14:41:41,22.0,50.0,100,HEALTHY
2025-12-10 14:41:46,22.0,50.0,100,HEALTHY
2025-12-10 14:41:51,22.0,50.0,100,HEALTHY
2025-12-10 14:41:56,22.0,50.0,100,HEALTHY
2025-12-10 14:42:01,22.0,50.0,100,HEALTHY
2025-12-10 14:42:06,22.0,50.0,100,HEALTHY
2025-12-10 14:42:11,22.0,50.0,100,HEALTHY
2025-12-10 14:42:16,22.0,50.0,100,HEALTHY
2025-12-10 14:42:21,22.0,50.0,100,HEALTHY
2025-12-10 14:42:26,22.0,50.0,100,HEALTHY
2025-12-10 14:42:31,22.0,50.0,100,HEALTHY
2025-12-10 14:42:36,22.0,50.0,100,HEALTHY
2025-12-10 14:45:06,22.0,50.0,100,HEALTHY
2025-12-10 14:45:11,22.0,50.0,100,HEALTHY
2025-12-10 14:45:16,22.0,50.0,100,HEALTHY
2025-12-10 14:45:21,22.0,50.0,96,HEALTHY
2025-12-10 14:45:26,22.0,50.0,95,HEALTHY
2025-12-10 14:45:31,22.0,50.0,100,HEALTHY
2025-12-10 14:45:36,22.0,50.0,100,HEALTHY
2025-12-10 14:45:41,22.0,50.0,100,HEALTHY
2025-12-10 14:45:46,22.0,50.0,100,HEALTHY
2025-12-10 14:45:51,22.0,50.0,100,HEALTHY
2025-12-10 14:45:56,22.0,50.0,100,HEALTHY
2025-12-10 14:46:01,22.0,50.0,100,HEALTHY
2025-12-10 14:46:06,22.0,50.0,100,HEALTHY
2025-12-10 14:56:11,22.0,50.0,100,HEALTHY
2025-12-10 14:56:16,22.0,50.0,100,HEALTHY
2025-12-10 14:56:21,22.0,50.0,100,HEALTHY
2025-12-10 14:56:26,22.0,50.0,100,HEALTHY
2025-12-10 14:56:31,22.0,50.0,100,HEALTHY
2025-12-10 14:56:36,22.0,50.0,100,HEALTHY
2025-12-10 14:56:41,22.0,50.0,100,HEALTHY
2025-12-10 14:56:46,22.0,50.0,100,HEALTHY
2025-12-10 14:56:51,22.0,50.0,44,HEALTHY
2025-12-10 14:56:56,22.0,50.0,47,HEALTHY
2025-12-10 14:57:01,22.0,50.0,48,HEALTHY
2025-12-10 14:57:06,22.0,50.0,40,HEALTHY
2025-12-10 14:57:11,22.0,50.0,42,HEALTHY
2025-12-10 14:57:16,22.0,50.0,44,HEALTHY
2025-12-10 14:57:21,22.0,50.0,46,HEALTHY
2025-12-10 14:57:26,22.0,50.0,46,HEALTHY
2025-12-10 14:57:31,22.0,50.0,46,HEALTHY
2025-12-10 14:57:36,22.0,50.0,48,HEALTHY
2025-12-10 14:57:41,22.0,50.0,46,HEALTHY
2025-12-10 14:57:46,22.0,50.0,48,HEALTHY
2025-12-10 14:57:51,22.0,50.0,48,HEALTHY
2025-12-10 14:57:56,22.0,50.0,47,HEALTHY
2025-12-10 14:58:01,22.0,50.0,49,HEALTHY
2025-12-10 14:58:06,22.0,50.0,50,HEALTHY
2025-12-10 14:58:11,22.0,50.0,50,HEALTHY
2025-12-10 14:58:16,22.0,50.0,50,HEALTHY
2025-12-10 14:58:21,22.0,50.0,50,HEALTHY
2025-12-10 14:58:26,22.0,50.0,50,HEALTHY
2025-12-10 14:58:31,22.0,50.0,50,HEALTHY
2025-12-10 14:58:36,22.0,50.0,50,HEALTHY
2025-12-10 14:58:41,22.0,50.0,51,HEALTHY
2025-12-10 14:58:46,22.0,50.0,52,HEALTHY
2025-12-10 14:58:51,22.0,50.0,51,HEALTHY
2025-12-10 14:58:56,22.0,50.0,51,HEALTHY
2025-12-10 14:59:01,22.0,50.0,51,HEALTHY
2025-12-10 14:59:06,22.0,50.0,51,HEALTHY
2025-12-10 14:59:11,22.0,50.0,51,HEALTHY
2025-12-10 14:59:16,22.0,50.0,51,HEALTHY
2025-12-10 14:59:21,22.0,50.0,51,HEALTHY
2025-12-10 14:59:26,22.0,50.0,52,HEALTHY
2025-12-10 14:59:31,22.0,50.0,51,HEALTHY
2025-12-10 14:59:36,22.0,50.0,51,HEALTHY
2025-12-10 14:59:41,22.0,50.0,51,HEALTHY
2025-12-10 14:59:46,22.0,50.0,51,HEALTHY
2025-12-10 14:59:51,22.0,50.0,53,HEALTHY
2025-12-10 14:59:56,22.0,50.0,52,HEALTHY
2025-12-10 15:00:01,22.0,50.0,52,HEALTHY
2025-12-10 15:00:06,22.0,50.0,52,HEALTHY
2025-12-10 15:00:11,22.0,50.0,52,HEALTHY
2025-12-10 15:00:16,22.0,50.0,52,HEALTHY
2025-12-10 15:00:21,22.0,50.0,52,HEALTHY
